4,2008-02-02 15:15:04,116.47,39.9067
4,2008-02-02 15:55:04,116.472,39.9121
4,2008-02-02 16:05:05,116.474,39.9066
4,2008-02-02 16:15:04,116.473,39.9143
4,2008-02-02 16:25:05,116.464,39.929
4,2008-02-03 00:55:07,116.759,39.9121
4,2008-02-03 06:45:04,116.759,39.9121
4,2008-02-03 07:15:04,116.759,39.9121
4,2008-02-03 08:05:03,116.759,39.9121
4,2008-02-03 09:05:03,116.759,39.9121
4,2008-02-03 09:55:02,116.759,39.912
4,2008-02-03 10:35:03,116.727,39.9141
4,2008-02-03 14:41:13,116.723,39.8907
4,2008-02-03 15:01:13,116.723,39.8907
4,2008-02-03 22:12:21,116.5,39.8736
4,2008-02-03 22:22:20,116.5,39.8736
4,2008-02-04 02:42:18,116.661,39.8788
4,2008-02-04 04:32:17,116.669,39.877
4,2008-02-04 07:02:16,116.759,39.9123
4,2008-02-04 07:22:16,116.759,39.9123
4,2008-02-04 08:02:16,116.759,39.9123
4,2008-02-04 08:32:15,116.759,39.9123
4,2008-02-04 08:42:15,116.759,39.9123
4,2008-02-04 09:32:15,116.759,39.9122
4,2008-02-04 10:42:14,116.759,39.9123
4,2008-02-04 11:22:14,116.61,39.9035
4,2008-02-04 11:42:14,116.616,39.9056
4,2008-02-04 15:05:06,116.449,39.9026
4,2008-02-04 15:25:04,116.464,39.8913
4,2008-02-04 19:47:11,116.463,39.9503
4,2008-02-04 20:07:12,116.434,39.9324
4,2008-02-05 00:52:22,116.759,39.9121
4,2008-02-05 04:22:20,116.759,39.9121
4,2008-02-05 04:42:20,116.759,39.9121
4,2008-02-05 06:12:20,116.759,39.9121
4,2008-02-05 06:22:19,116.759,39.9121
4,2008-02-05 06:42:19,116.759,39.9121
4,2008-02-05 08:52:18,116.759,39.9121
4,2008-02-05 11:22:17,116.759,39.9121
4,2008-02-05 11:42:18,116.759,39.9121
4,2008-02-05 12:02:18,116.759,39.9121
4,2008-02-05 12:42:17,116.759,39.9121
4,2008-02-05 13:22:17,116.58,39.909
4,2008-02-05 16:32:15,116.657,39.9049
4,2008-02-05 20:52:13,116.757,39.9287
4,2008-02-05 21:12:13,116.757,39.9287
4,2008-02-05 21:22:13,116.757,39.9287
4,2008-02-05 21:32:13,116.757,39.9287
4,2008-02-05 21:52:13,116.757,39.9287
4,2008-02-05 22:02:13,116.757,39.9287
4,2008-02-05 22:22:13,116.759,39.9121
4,2008-02-06 15:12:05,116.759,39.9121
4,2008-02-06 16:02:05,116.759,39.9121
4,2008-02-06 16:22:05,116.759,39.9121
4,2008-02-06 17:22:04,116.759,39.9121
4,2008-02-06 18:52:04,116.759,39.9121
4,2008-02-07 04:12:00,116.759,39.9121
4,2008-02-07 04:52:00,116.759,39.9121
4,2008-02-07 06:12:00,116.759,39.9121
4,2008-02-07 06:21:59,116.759,39.9121
4,2008-02-07 06:51:59,116.759,39.9121
4,2008-02-07 10:31:57,116.759,39.9121
4,2008-02-07 11:21:57,116.759,39.9121
4,2008-02-07 12:01:56,116.759,39.9121
4,2008-02-07 12:51:56,116.741,40.0007
4,2008-02-07 14:11:56,116.743,40.0004
4,2008-02-07 15:21:56,116.743,40.0003
4,2008-02-07 15:31:55,116.743,40.0003
4,2008-02-07 15:51:55,116.739,40.001
4,2008-02-07 16:21:55,116.739,40.0011
4,2008-02-07 16:31:55,116.739,40.0011
4,2008-02-07 19:31:53,116.743,40.0001
4,2008-02-07 20:11:53,116.759,39.9121
4,2008-02-07 20:21:53,116.759,39.9121
4,2008-02-07 23:21:52,116.759,39.9121
4,2008-02-08 00:11:52,116.759,39.9121
4,2008-02-08 01:51:50,116.759,39.9121
4,2008-02-08 03:01:50,116.759,39.9121
4,2008-02-08 03:21:50,116.759,39.9121
4,2008-02-08 03:41:51,116.759,39.9121
4,2008-02-08 04:01:50,116.759,39.9121
4,2008-02-08 05:01:49,116.759,39.9121
4,2008-02-08 05:11:49,116.759,39.9121
4,2008-02-08 05:31:49,116.759,39.9121
4,2008-02-08 05:41:49,116.759,39.9121
4,2008-02-08 06:01:49,116.759,39.9121
4,2008-02-08 06:11:49,116.759,39.9121
4,2008-02-08 06:41:49,116.759,39.9121
4,2008-02-08 08:11:48,116.759,39.9121
4,2008-02-08 09:41:48,116.759,39.9121
4,2008-02-08 09:51:48,116.759,39.9121
4,2008-02-08 10:11:47,116.759,39.9121
4,2008-02-08 10:41:47,116.759,39.9121
4,2008-02-08 10:51:47,116.759,39.9121
4,2008-02-08 15:09:04,116.422,39.9034
4,2008-02-08 15:19:05,116.425,39.9036
4,2008-02-08 15:29:05,116.406,39.8914
4,2008-02-08 16:39:04,116.484,39.8924
4,2008-02-08 16:49:03,116.428,39.9315
4,2008-02-08 17:39:03,116.523,39.9211

Closest Euclidean Distance is 22911.9 meters
Direction Deviation is 0.628881π
